                    QOI  subset    p    s    b       beta0         beta1    gamma1     objective  p-value
794      Tavg_z0.001_t5       0  1.0  1.0   87  300.005417  3.589222e-05  0.250000  4.595915e-06      NaN
795      Tavg_z0.001_t5       0  1.0  1.0   88  300.005417  3.868613e-05  0.250000  1.225306e-05      NaN
796      Tavg_z0.001_t5       0  1.0  1.0   89  300.005420  7.774231e-05  0.461632  2.136628e-07      NaN
797      Tavg_z0.001_t5       0  1.0  1.0   90  300.005420  8.084340e-05  0.470052  5.112998e-06      NaN
798      Tavg_z0.001_t5       0  1.0  1.0   91  300.005417  3.560935e-05  0.250000  2.396860e-07      NaN
799      Tavg_z0.001_t5       0  1.0  1.0   92  300.005422  2.461417e-04  0.702279  6.595194e-07      NaN
800      Tavg_z0.001_t5       0  1.0  1.0   93  300.005417  4.128760e-05  0.250000  6.425861e-06      NaN
801      Tavg_z0.001_t5       0  1.0  1.0   94  300.005422  1.396717e-01  2.000000  7.491526e-06      NaN
802      Tavg_z0.001_t5       0  1.0  1.0   95  300.005421  2.295490e-04  0.663596  1.980650e-07      NaN
803      Tavg_z0.001_t5       0  1.0  1.0   96  300.005413  6.575334e-05  0.250000  2.610162e-06      NaN
804      Tavg_z0.001_t5       0  1.0  1.0   97  300.005422  1.378222e-01  2.000000  9.084108e-06      NaN
805      Tavg_z0.001_t5       0  1.0  1.0   98  300.005417  3.560938e-05  0.250000  7.936092e-07      NaN
806      Tavg_z0.001_t5       0  1.0  1.0   99  300.005417  3.560939e-05  0.250000  4.069483e-06      NaN
807      Tavg_z0.001_t5       0  1.0  1.0  100  300.005413  5.711124e-05  0.250000  6.069260e-06      NaN
808      Tavg_z0.001_t5       0  2.0  0.0    0  300.005429 -4.776050e-05  0.250000  8.239114e-06      NaN
809      Tavg_z0.001_t5       0  2.0  0.0    1  300.005413  5.869180e-04  0.851969  7.737390e-06      NaN
810      Tavg_z0.001_t5       0  2.0  0.0    2  300.005424 -9.464215e-02  2.000000  4.752485e-06      NaN
811      Tavg_z0.001_t5       0  2.0  0.0    3  300.005428 -8.093299e-01  2.000000  4.771614e-06      NaN
812      Tavg_z0.001_t5       0  2.0  0.0    4  300.005434 -6.431656e-05  0.250000  1.864317e-06      NaN
813      Tavg_z0.001_t5       0  2.0  0.0    5  300.005430 -5.702414e-05  0.250000  7.078112e-06      NaN
814      Tavg_z0.001_t5       0  2.0  0.0    6  300.005423 -1.568398e-05  0.250000  2.921441e-06      NaN
815      Tavg_z0.001_t5       0  2.0  0.0    7  300.005428 -3.496810e-05  0.250000  2.971890e-06      NaN
816      Tavg_z0.001_t5       0  2.0  0.0    8  300.005434 -7.542618e-05  0.250000  6.896043e-06      NaN
817      Tavg_z0.001_t5       0  2.0  0.0    9  300.005421 -1.078576e-03  0.903971  8.873617e-06      NaN
818      Tavg_z0.001_t5       0  2.0  0.0   10  300.005443 -1.168373e-04  0.250000  7.742313e-06      NaN
819      Tavg_z0.001_t5       0  2.0  0.0   11  300.005424 -6.977367e-01  2.000000  3.174906e-06      NaN
820      Tavg_z0.001_t5       0  2.0  0.0   12  300.005406  5.877288e-05  0.250000  8.989233e-06      NaN
821      Tavg_z0.001_t5       0  2.0  0.0   13  300.005423 -1.795359e-01  2.000000  7.304978e-06      NaN
822      Tavg_z0.001_t5       0  2.0  0.0   14  300.005414  3.605798e-05  0.250000  7.877315e-06      NaN
823      Tavg_z0.001_t5       0  2.0  0.0   15  300.005429 -2.927771e-05  0.250000  6.041373e-06      NaN
824      Tavg_z0.001_t5       0  2.0  0.0   16  300.005427 -4.275136e-05  0.250000  1.021247e-05      NaN
825      Tavg_z0.001_t5       0  2.0  0.0   17  300.005429 -5.132917e-05  0.250000  7.054167e-06      NaN
826      Tavg_z0.001_t5       0  2.0  0.0   18  300.005436 -7.315101e-05  0.250000  1.471244e-06      NaN
827      Tavg_z0.001_t5       0  2.0  0.0   19  300.005415  2.363131e-05  0.250000  6.402468e-06      NaN
828      Tavg_z0.001_t5       0  2.0  0.0   20  300.005421 -3.263728e-01  2.000000  7.856493e-06      NaN
829      Tavg_z0.001_t5       0  2.0  0.0   21  300.005438 -7.672465e-05  0.250000  8.674258e-06      NaN
830      Tavg_z0.001_t5       0  2.0  0.0   22  300.005443 -9.645818e-05  0.250000  4.297192e-06      NaN
831      Tavg_z0.001_t5       0  2.0  0.0   23  300.005421 -8.702558e-05  0.473872  8.990021e-06      NaN
832      Tavg_z0.001_t5       0  2.0  0.0   24  300.005432 -6.386017e-05  0.250000  6.802039e-06      NaN
833      Tavg_z0.001_t5       0  2.0  0.0   25  300.005422 -1.052507e-01  2.000000  8.968458e-06      NaN
834      Tavg_z0.001_t5       0  2.0  0.0   26  300.005426 -2.230174e-01  2.000000  5.999480e-06      NaN
835      Tavg_z0.001_t5       0  2.0  0.0   27  300.005426 -2.240200e-01  2.000000  3.823590e-06      NaN
836      Tavg_z0.001_t5       0  2.0  0.0   28  300.005419 -5.869111e-02  1.863654  9.748604e-06      NaN
837      Tavg_z0.001_t5       0  2.0  0.0   29  300.005422 -1.391067e-01  2.000000  3.439224e-06      NaN
838      Tavg_z0.001_t5       0  2.0  0.0   30  300.005427 -1.411329e-02  1.369836  5.277180e-06      NaN
839      Tavg_z0.001_t5       0  2.0  0.0   31  300.005428 -3.871769e-05  0.250000  2.725821e-06      NaN
840      Tavg_z0.001_t5       0  2.0  0.0   32  300.005423 -2.854164e-03  1.048504  9.907513e-06      NaN
841      Tavg_z0.001_t5       0  2.0  0.0   33  300.005433 -5.259468e-05  0.250000  1.846903e-06      NaN
842      Tavg_z0.001_t5       0  2.0  0.0   34  300.005442 -9.805157e-05  0.250000  8.521984e-06      NaN
843      Tavg_z0.001_t5       0  2.0  0.0   35  300.005426 -7.758623e-01  2.000000  6.270661e-06      NaN
844      Tavg_z0.001_t5       0  2.0  0.0   36  300.005410  5.346590e-05  0.250000  6.756118e-06      NaN
845      Tavg_z0.001_t5       0  2.0  0.0   37  300.005419  2.539750e-01  2.000000  6.816377e-06      NaN
846      Tavg_z0.001_t5       0  2.0  0.0   38  300.005410  3.458029e-05  0.250000  8.772178e-06      NaN
847      Tavg_z0.001_t5       0  2.0  0.0   39  300.005443 -1.115376e-04  0.250000  8.612810e-06      NaN
848      Tavg_z0.001_t5       0  2.0  0.0   40  300.005433 -6.245281e-05  0.250000  9.276260e-06      NaN
849      Tavg_z0.001_t5       0  2.0  0.0   41  300.005423 -3.203011e-02  1.744195  7.948040e-06      NaN
850      Tavg_z0.001_t5       0  2.0  0.0   42  300.005426 -1.125175e-02  1.177105  6.949664e-06      NaN
851      Tavg_z0.001_t5       0  2.0  0.0   43  300.005420 -6.067617e-02  2.000000  6.335704e-06      NaN
852      Tavg_z0.001_t5       0  2.0  0.0   44  300.005416  2.840328e-05  0.250000  8.009769e-06      NaN
853      Tavg_z0.001_t5       0  2.0  0.0   45  300.005433 -6.030983e-05  0.250000  3.610515e-06      NaN
854      Tavg_z0.001_t5       0  2.0  0.0   46  300.005431 -7.417037e-04  0.757975  3.973562e-06      NaN
855      Tavg_z0.001_t5       0  2.0  0.0   47  300.005420 -5.907593e-01  2.000000  6.906994e-06      NaN
856      Tavg_z0.001_t5       0  2.0  0.0   48  300.005418  3.772480e-05  0.250000  4.582528e-06      NaN
857      Tavg_z0.001_t5       0  2.0  0.0   49  300.005438 -7.811611e-05  0.250000  3.521590e-06      NaN
858      Tavg_z0.001_t5       0  2.0  0.0   50  300.005442 -1.756738e-04  0.308301  8.097221e-06      NaN
859      Tavg_z0.001_t5       0  2.0  0.0   51  300.005420 -1.420671e-05  0.250000  9.916023e-06      NaN
860      Tavg_z0.001_t5       0  2.0  0.0   52  300.005422 -6.213795e-05  0.487413  9.099986e-06      NaN
861      Tavg_z0.001_t5       0  2.0  0.0   53  300.005402  6.124908e-05  0.250000  8.230870e-06      NaN
862      Tavg_z0.001_t5       0  2.0  0.0   54  300.005427 -3.614113e-05  0.250000  7.471078e-06      NaN
863      Tavg_z0.001_t5       0  2.0  0.0   55  300.005423 -1.827977e-03  0.991695  1.031261e-05      NaN
864      Tavg_z0.001_t5       0  2.0  0.0   56  300.005417  3.702286e-04  1.033599  8.920964e-06      NaN
865      Tavg_z0.001_t5       0  2.0  0.0   57  300.005428 -2.602217e-03  0.919515  6.647200e-06      NaN
866      Tavg_z0.001_t5       0  2.0  0.0   58  300.005423 -1.472743e-01  1.656109  9.089242e-06      NaN
867      Tavg_z0.001_t5       0  2.0  0.0   59  300.005427 -3.290053e-05  0.250000  7.248574e-06      NaN
868      Tavg_z0.001_t5       0  2.0  0.0   60  300.005417  2.684194e-01  2.000000  9.194056e-06      NaN
869      Tavg_z0.001_t5       0  2.0  0.0   61  300.005431 -4.986476e-05  0.250000  1.846400e-06      NaN
870      Tavg_z0.001_t5       0  2.0  0.0   62  300.005422 -3.576862e-02  2.000000  2.405985e-06      NaN
871      Tavg_z0.001_t5       0  2.0  0.0   63  300.005429 -3.514532e-05  0.250000  1.305876e-06      NaN
872      Tavg_z0.001_t5       0  2.0  0.0   64  300.005429 -3.375159e-05  0.250000  3.931321e-06      NaN
873      Tavg_z0.001_t5       0  2.0  0.0   65  300.005411  3.201336e-05  0.250000  1.176166e-05      NaN
874      Tavg_z0.001_t5       0  2.0  0.0   66  300.005425 -1.628418e-04  0.574127  3.496306e-06      NaN
875      Tavg_z0.001_t5       0  2.0  0.0   67  300.005425 -7.141577e-01  2.000000  2.976534e-06      NaN
876      Tavg_z0.001_t5       0  2.0  0.0   68  300.005443 -1.127131e-04  0.250000  8.443902e-06      NaN
877      Tavg_z0.001_t5       0  2.0  0.0   69  300.005423 -6.494587e-01  2.000000  9.183190e-06      NaN
878      Tavg_z0.001_t5       0  2.0  0.0   70  300.005429 -5.307322e-05  0.312012  1.670855e-06      NaN
879      Tavg_z0.001_t5       0  2.0  0.0   71  300.005437 -9.938201e-05  0.250000  6.172063e-06      NaN
880      Tavg_z0.001_t5       0  2.0  0.0   72  300.005432 -5.738053e-05  0.250000  9.268188e-06      NaN
881      Tavg_z0.001_t5       0  2.0  0.0   73  300.005432 -4.294126e-05  0.250000  5.596557e-06      NaN
882      Tavg_z0.001_t5       0  2.0  0.0   74  300.005426 -2.748635e-04  0.647686  1.735981e-06      NaN
883      Tavg_z0.001_t5       0  2.0  0.0   75  300.005420  1.498133e-05  0.544303  7.647147e-06      NaN
884      Tavg_z0.001_t5       0  2.0  0.0   76  300.005416  5.153035e-04  1.027176  8.560145e-06      NaN
885      Tavg_z0.001_t5       0  2.0  0.0   77  300.005422 -1.563368e-05  0.250000  6.650175e-06      NaN
886      Tavg_z0.001_t5       0  2.0  0.0   78  300.005435 -6.513741e-05  0.250000  4.076090e-06      NaN
887      Tavg_z0.001_t5       0  2.0  0.0   79  300.005445 -1.096283e-04  0.250000  3.931939e-06      NaN
888      Tavg_z0.001_t5       0  2.0  0.0   80  300.005420  1.282450e-01  2.000000  7.570417e-06      NaN
889      Tavg_z0.001_t5       0  2.0  0.0   81  300.005411  2.775202e-01  2.000000  9.913206e-06      NaN
890      Tavg_z0.001_t5       0  2.0  0.0   82  300.005419 -1.482972e-01  2.000000  8.272405e-06      NaN
891      Tavg_z0.001_t5       0  2.0  0.0   83  300.005427 -7.475592e-05  0.443403  1.887188e-06      NaN
892      Tavg_z0.001_t5       0  2.0  0.0   84  300.005433 -9.330904e-04  0.641697  6.996063e-06      NaN
893      Tavg_z0.001_t5       0  2.0  0.0   85  300.005448 -1.435656e-04  0.250000  1.073723e-05      NaN
894      Tavg_z0.001_t5       0  2.0  0.0   86  300.005434 -1.115416e-04  0.332813  3.219543e-06      NaN
895      Tavg_z0.001_t5       0  2.0  0.0   87  300.005430 -6.375820e-05  0.250000  9.502519e-06      NaN
896      Tavg_z0.001_t5       0  2.0  0.0   88  300.005411  4.979628e-05  0.250000  8.083793e-06      NaN
897      Tavg_z0.001_t5       0  2.0  0.0   89  300.005422 -1.494728e-02  1.312815  9.694649e-06      NaN
898      Tavg_z0.001_t5       0  2.0  0.0   90  300.005419 -5.293659e-02  2.000000  6.010621e-06      NaN
899      Tavg_z0.001_t5       0  2.0  0.0   91  300.005419 -1.867731e-03  1.004743  8.195841e-06      NaN
900      Tavg_z0.001_t5       0  2.0  0.0   92  300.005423 -1.299089e-01  2.000000  4.266642e-06      NaN
901      Tavg_z0.001_t5       0  2.0  0.0   93  300.005427 -2.641835e-05  0.250000  5.195856e-06      NaN
902      Tavg_z0.001_t5       0  2.0  0.0   94  300.005425 -2.184279e-01  2.000000  3.204700e-06      NaN
903      Tavg_z0.001_t5       0  2.0  0.0   95  300.005419 -3.358343e-04  0.686993  8.098068e-06      NaN
904      Tavg_z0.001_t5       0  2.0  0.0   96  300.005442 -1.113999e-04  0.250000  6.373410e-06      NaN
905      Tavg_z0.001_t5       0  2.0  0.0   97  300.005417  2.398306e-05  0.250000  7.425515e-06      NaN
906      Tavg_z0.001_t5       0  2.0  0.0   98  300.005411  2.370560e-05  0.250000  7.664937e-06      NaN
907      Tavg_z0.001_t5       0  2.0  0.0   99  300.005423 -2.180742e-01  2.000000  4.280714e-06      NaN
908      Tavg_z0.001_t5       0  2.0  0.0  100  300.005442 -1.284786e-04  0.250000  9.175547e-06      NaN
909      Tavg_z0.001_t5       0  2.0  1.0    0  300.005423 -8.641757e-02  1.753981  1.686672e-06      NaN
910      Tavg_z0.001_t5       0  2.0  1.0    1  300.005423 -6.187269e-01  2.000000  8.459361e-07      NaN
911      Tavg_z0.001_t5       0  2.0  1.0    2  300.005412  8.494135e-05  0.250000  4.009579e-06      NaN
912      Tavg_z0.001_t5       0  2.0  1.0    3  300.005413  6.613404e-05  0.250000  4.003651e-06      NaN
913      Tavg_z0.001_t5       0  2.0  1.0    4  300.005426 -4.212629e-04  0.744385  8.185908e-06      NaN
914      Tavg_z0.001_t5       0  2.0  1.0    5  300.005410  1.643319e-03  0.830892  9.891055e-06      NaN
915      Tavg_z0.001_t5       0  2.0  1.0    6  300.005427 -3.527930e-01  2.000000  5.597665e-06      NaN
916      Tavg_z0.001_t5       0  2.0  1.0    7  300.005443 -1.186890e-04  0.250000  9.737680e-06      NaN
917      Tavg_z0.001_t5       0  2.0  1.0    8  300.005470 -2.699845e-04  0.250000  5.759299e-06      NaN
918      Tavg_z0.001_t5       0  2.0  1.0    9  300.005381  1.985782e-04  0.250000  9.742345e-06      NaN
919      Tavg_z0.001_t5       0  2.0  1.0   10  300.005413  7.677625e-05  0.250000  5.446590e-06      NaN
920      Tavg_z0.001_t5       0  2.0  1.0   11  300.005435 -1.051284e-04  0.250000  7.258707e-06      NaN
921      Tavg_z0.001_t5       0  2.0  1.0   12  300.005423 -4.514981e-01  1.827155  5.875143e-06      NaN
922      Tavg_z0.001_t5       0  2.0  1.0   13  300.005420  3.646043e-05  0.250000  2.713914e-06      NaN
923      Tavg_z0.001_t5       0  2.0  1.0   14  300.005433 -9.898683e-05  0.250000  7.174259e-06      NaN
924      Tavg_z0.001_t5       0  2.0  1.0   15  300.005427 -8.748503e-05  0.379514  1.891873e-06      NaN
925      Tavg_z0.001_t5       0  2.0  1.0   16  300.005395  9.027682e-05  0.250000  1.082835e-05      NaN
926      Tavg_z0.001_t5       0  2.0  1.0   17  300.005355  4.185387e-04  0.250000  1.008188e-05      NaN
927      Tavg_z0.001_t5       0  2.0  1.0   18  300.005362  3.628709e-04  0.250000  9.406995e-06      NaN
928      Tavg_z0.001_t5       0  2.0  1.0   19  300.005423 -2.990541e-02  1.579565  9.111827e-07      NaN
929      Tavg_z0.001_t5       0  2.0  1.0   20  300.005419  4.157419e-05  0.250000  6.040729e-06      NaN
930      Tavg_z0.001_t5       0  2.0  1.0   21  300.005427 -3.462042e-02  1.358700  7.373536e-06      NaN
931      Tavg_z0.001_t5       0  2.0  1.0   22  300.005422 -2.528481e-05  0.250000  1.039036e-05      NaN
932      Tavg_z0.001_t5       0  2.0  1.0   23  300.005403  1.269069e-04  0.250000  3.933809e-06      NaN
933      Tavg_z0.001_t5       0  2.0  1.0   24  300.005418  4.173533e-05  0.250000  2.987024e-06      NaN
934      Tavg_z0.001_t5       0  2.0  1.0   25  300.005417  5.310268e-05  0.250000  9.287406e-06      NaN
935      Tavg_z0.001_t5       0  2.0  1.0   26  300.005427 -1.890098e-04  0.525521  1.638509e-06      NaN
936      Tavg_z0.001_t5       0  2.0  1.0   27  300.005412  6.218496e-05  0.250000  3.396125e-06      NaN
937      Tavg_z0.001_t5       0  2.0  1.0   28  300.005484 -3.849630e-04  0.250000  7.104336e-06      NaN
938      Tavg_z0.001_t5       0  2.0  1.0   29  300.005417  2.282894e-03  1.119364  9.897055e-06      NaN
939      Tavg_z0.001_t5       0  2.0  1.0   30  300.005475 -3.166662e-04  0.250000  7.506777e-06      NaN
940      Tavg_z0.001_t5       0  2.0  1.0   31  300.005423 -2.368385e-01  2.000000  1.419877e-06      NaN
941      Tavg_z0.001_t5       0  2.0  1.0   32  300.005417  4.540008e-05  0.250000  1.660546e-06      NaN
942      Tavg_z0.001_t5       0  2.0  1.0   33  300.005424 -6.340032e-01  1.974023  1.106602e-06      NaN
943      Tavg_z0.001_t5       0  2.0  1.0   34  300.005447 -1.800482e-04  0.250000  4.118428e-06      NaN
944      Tavg_z0.001_t5       0  2.0  1.0   35  300.005430 -3.729374e-04  0.606820  8.062894e-06      NaN
945      Tavg_z0.001_t5       0  2.0  1.0   36  300.005369  3.025486e-04  0.250000  1.004934e-05      NaN
946      Tavg_z0.001_t5       0  2.0  1.0   37  300.005360  3.793042e-04  0.250000  9.608462e-06      NaN
947      Tavg_z0.001_t5       0  2.0  1.0   38  300.005444 -1.245790e-04  0.250000  1.007180e-05      NaN
948      Tavg_z0.001_t5       0  2.0  1.0   39  300.005432 -7.116547e-05  0.250000  1.776685e-06      NaN
949      Tavg_z0.001_t5       0  2.0  1.0   40  300.005424 -3.815068e-01  2.000000  9.651063e-07      NaN
950      Tavg_z0.001_t5       0  2.0  1.0   41  300.005431 -6.247848e-05  0.250000  1.972988e-06      NaN
951      Tavg_z0.001_t5       0  2.0  1.0   42  300.005421 -2.237880e-01  2.000000  3.039432e-06      NaN
952      Tavg_z0.001_t5       0  2.0  1.0   43  300.005426 -7.276876e-02  1.635734  5.922470e-06      NaN
953      Tavg_z0.001_t5       0  2.0  1.0   44  300.005409  7.597410e-05  0.250000  2.331541e-06      NaN
954      Tavg_z0.001_t5       0  2.0  1.0   45  300.005419  1.038867e-04  0.557218  1.263907e-05      NaN
955      Tavg_z0.001_t5       0  2.0  1.0   46  300.005412  6.157226e-05  0.250000  3.558527e-06      NaN
956      Tavg_z0.001_t5       0  2.0  1.0   47  300.005449 -1.852683e-04  0.250000  6.584550e-06      NaN
957      Tavg_z0.001_t5       0  2.0  1.0   48  300.005428 -5.995844e-05  0.250000  7.278959e-06      NaN
958      Tavg_z0.001_t5       0  2.0  1.0   49  300.005428 -3.912616e-05  0.250000  1.335542e-06      NaN
959      Tavg_z0.001_t5       0  2.0  1.0   50  300.005481 -3.292889e-04  0.250000  5.890129e-06      NaN
960      Tavg_z0.001_t5       0  2.0  1.0   51  300.005423 -3.156377e-01  2.000000  5.415418e-07      NaN
961      Tavg_z0.001_t5       0  2.0  1.0   52  300.005407  9.828963e-05  0.250000  3.724729e-06      NaN
962      Tavg_z0.001_t5       0  2.0  1.0   53  300.005437 -9.409634e-05  0.250000  2.662690e-06      NaN
963      Tavg_z0.001_t5       0  2.0  1.0   54  300.005427 -5.952700e-03  1.015432  1.817871e-06      NaN
964      Tavg_z0.001_t5       0  2.0  1.0   55  300.005424 -1.637383e-01  1.744195  1.773217e-06      NaN
965      Tavg_z0.001_t5       0  2.0  1.0   56  300.005428 -2.069591e-05  0.250000  1.124454e-06      NaN
966      Tavg_z0.001_t5       0  2.0  1.0   57  300.005410  7.832715e-05  0.250000  3.465246e-06      NaN
967      Tavg_z0.001_t5       0  2.0  1.0   58  300.005423 -1.270128e-01  1.766412  1.038391e-06      NaN
968      Tavg_z0.001_t5       0  2.0  1.0   59  300.005423 -2.132336e-01  2.000000  2.204204e-06      NaN
969      Tavg_z0.001_t5       0  2.0  1.0   60  300.005511 -6.002152e-04  0.250000  1.045743e-05      NaN
970      Tavg_z0.001_t5       0  2.0  1.0   61  300.005422  1.053170e-02  1.277783  3.508408e-06      NaN
971      Tavg_z0.001_t5       0  2.0  1.0   62  300.005430 -4.853548e-05  0.250000  3.289687e-06      NaN
972      Tavg_z0.001_t5       0  2.0  1.0   63  300.005368  3.048893e-04  0.250000  8.004771e-06      NaN
973      Tavg_z0.001_t5       0  2.0  1.0   64  300.005362  3.604708e-04  0.250000  9.257769e-06      NaN
974      Tavg_z0.001_t5       0  2.0  1.0   65  300.005426 -7.018556e-04  0.814616  7.084565e-07      NaN
